wort,kategorie,genus,artikel,plural,englisch,basisform,praeteritum,partizip_ii,hinweis
KinderWand,Substantiv,f,die,KinderWände,,,,,Zusammensetzung aus 'Kinder' + 'Wand'
KinderFenster,Substantiv,n,das,KinderFenster,,,,,Zusammensetzung aus 'Kinder' + 'Fenster'
KinderBoden,Substantiv,m,der,KinderBöden,,,,,Zusammensetzung aus 'Kinder' + 'Boden'
KinderPlan,Substantiv,m,der,KinderPläne,,,,,Zusammensetzung aus 'Kinder' + 'Plan'
KinderListe,Substantiv,f,die,KinderListen,,,,,Zusammensetzung aus 'Kinder' + 'Liste'
KinderBuch,Substantiv,n,das,KinderBücher,,,,,Zusammensetzung aus 'Kinder' + 'Buch'
KinderSeite,Substantiv,f,die,KinderSeiten,,,,,Zusammensetzung aus 'Kinder' + 'Seite'
KinderNummer,Substantiv,f,die,KinderNummern,,,,,Zusammensetzung aus 'Kinder' + 'Nummer'
KinderFehler,Substantiv,m,der,KinderFehler,,,,,Zusammensetzung aus 'Kinder' + 'Fehler'
KinderServer,Substantiv,m,der,KinderServer,,,,,Zusammensetzung aus 'Kinder' + 'Server'
KinderClient,Substantiv,m,der,KinderClients,,,,,Zusammensetzung aus 'Kinder' + 'Client'
KinderVertrag,Substantiv,m,der,KinderVerträge,,,,,Zusammensetzung aus 'Kinder' + 'Vertrag'
KinderGesetz,Substantiv,n,das,KinderGesetze,,,,,Zusammensetzung aus 'Kinder' + 'Gesetz'
KinderPrüfung,Substantiv,f,die,KinderPrüfungen,,,,,Zusammensetzung aus 'Kinder' + 'Prüfung'
KinderReise,Substantiv,f,die,KinderReisen,,,,,Zusammensetzung aus 'Kinder' + 'Reise'
KinderHafen,Substantiv,m,der,KinderHäfen,,,,,Zusammensetzung aus 'Kinder' + 'Hafen'
KinderBahnhof,Substantiv,m,der,KinderBahnhöfe,,,,,Zusammensetzung aus 'Kinder' + 'Bahnhof'
KinderFlughafen,Substantiv,m,der,KinderFlughäfen,,,,,Zusammensetzung aus 'Kinder' + 'Flughafen'
KinderKarte,Substantiv,f,die,KinderKarten,,,,,Zusammensetzung aus 'Kinder' + 'Karte'
KinderPreis,Substantiv,m,der,KinderPreise,,,,,Zusammensetzung aus 'Kinder' + 'Preis'
KinderPark,Substantiv,m,der,KinderParks,,,,,Zusammensetzung aus 'Kinder' + 'Park'
KinderPlatz,Substantiv,m,der,KinderPlätze,,,,,Zusammensetzung aus 'Kinder' + 'Platz'
KinderStraße,Substantiv,f,die,KinderStraßen,,,,,Zusammensetzung aus 'Kinder' + 'Straße'
KinderBrücke,Substantiv,f,die,KinderBrücken,,,,,Zusammensetzung aus 'Kinder' + 'Brücke'
KinderTunnel,Substantiv,m,der,KinderTunnel,,,,,Zusammensetzung aus 'Kinder' + 'Tunnel'
KinderZentrum,Substantiv,n,das,KinderZentren,,,,,Zusammensetzung aus 'Kinder' + 'Zentrum'
KinderHaus,Substantiv,n,das,KinderHäuser,,,,,Zusammensetzung aus 'Kinder' + 'Haus'
KinderWerk,Substantiv,n,das,KinderWerke,,,,,Zusammensetzung aus 'Kinder' + 'Werk'
KinderTicket,Substantiv,n,das,KinderTickets,,,,,Zusammensetzung aus 'Kinder' + 'Ticket'
KinderStation,Substantiv,f,die,KinderStationen,,,,,Zusammensetzung aus 'Kinder' + 'Station'
KinderLeitung,Substantiv,f,die,KinderLeitungen,,,,,Zusammensetzung aus 'Kinder' + 'Leitung'
KinderLeiter,Substantiv,m,der,KinderLeiter,,,,,Zusammensetzung aus 'Kinder' + 'Leiter'
KinderLeuchte,Substantiv,f,die,KinderLeuchten,,,,,Zusammensetzung aus 'Kinder' + 'Leuchte'
KinderSchalter,Substantiv,m,der,KinderSchalter,,,,,Zusammensetzung aus 'Kinder' + 'Schalter'
KinderSensor,Substantiv,m,der,KinderSensoren,,,,,Zusammensetzung aus 'Kinder' + 'Sensor'
KinderAktuator,Substantiv,m,der,KinderAktuatoren,,,,,Zusammensetzung aus 'Kinder' + 'Aktuator'
WasserTür,Substantiv,f,die,WasserTüren,,,,,Zusammensetzung aus 'Wasser' + 'Tür'
WasserDach,Substantiv,n,das,WasserDächer,,,,,Zusammensetzung aus 'Wasser' + 'Dach'
WasserWand,Substantiv,f,die,WasserWände,,,,,Zusammensetzung aus 'Wasser' + 'Wand'
WasserFenster,Substantiv,n,das,WasserFenster,,,,,Zusammensetzung aus 'Wasser' + 'Fenster'
WasserBoden,Substantiv,m,der,WasserBöden,,,,,Zusammensetzung aus 'Wasser' + 'Boden'
WasserPlan,Substantiv,m,der,WasserPläne,,,,,Zusammensetzung aus 'Wasser' + 'Plan'
WasserListe,Substantiv,f,die,WasserListen,,,,,Zusammensetzung aus 'Wasser' + 'Liste'
WasserBuch,Substantiv,n,das,WasserBücher,,,,,Zusammensetzung aus 'Wasser' + 'Buch'
WasserSeite,Substantiv,f,die,WasserSeiten,,,,,Zusammensetzung aus 'Wasser' + 'Seite'
WasserNummer,Substantiv,f,die,WasserNummern,,,,,Zusammensetzung aus 'Wasser' + 'Nummer'
WasserFehler,Substantiv,m,der,WasserFehler,,,,,Zusammensetzung aus 'Wasser' + 'Fehler'
WasserServer,Substantiv,m,der,WasserServer,,,,,Zusammensetzung aus 'Wasser' + 'Server'
WasserClient,Substantiv,m,der,WasserClients,,,,,Zusammensetzung aus 'Wasser' + 'Client'
WasserVertrag,Substantiv,m,der,WasserVerträge,,,,,Zusammensetzung aus 'Wasser' + 'Vertrag'
WasserGesetz,Substantiv,n,das,WasserGesetze,,,,,Zusammensetzung aus 'Wasser' + 'Gesetz'
WasserPrüfung,Substantiv,f,die,WasserPrüfungen,,,,,Zusammensetzung aus 'Wasser' + 'Prüfung'
WasserReise,Substantiv,f,die,WasserReisen,,,,,Zusammensetzung aus 'Wasser' + 'Reise'
WasserHafen,Substantiv,m,der,WasserHäfen,,,,,Zusammensetzung aus 'Wasser' + 'Hafen'
WasserBahnhof,Substantiv,m,der,WasserBahnhöfe,,,,,Zusammensetzung aus 'Wasser' + 'Bahnhof'
WasserFlughafen,Substantiv,m,der,WasserFlughäfen,,,,,Zusammensetzung aus 'Wasser' + 'Flughafen'
WasserKarte,Substantiv,f,die,WasserKarten,,,,,Zusammensetzung aus 'Wasser' + 'Karte'
WasserPreis,Substantiv,m,der,WasserPreise,,,,,Zusammensetzung aus 'Wasser' + 'Preis'
WasserPark,Substantiv,m,der,WasserParks,,,,,Zusammensetzung aus 'Wasser' + 'Park'
WasserPlatz,Substantiv,m,der,WasserPlätze,,,,,Zusammensetzung aus 'Wasser' + 'Platz'
WasserStraße,Substantiv,f,die,WasserStraßen,,,,,Zusammensetzung aus 'Wasser' + 'Straße'
WasserBrücke,Substantiv,f,die,WasserBrücken,,,,,Zusammensetzung aus 'Wasser' + 'Brücke'
WasserTunnel,Substantiv,m,der,WasserTunnel,,,,,Zusammensetzung aus 'Wasser' + 'Tunnel'
WasserZentrum,Substantiv,n,das,WasserZentren,,,,,Zusammensetzung aus 'Wasser' + 'Zentrum'
WasserHaus,Substantiv,n,das,WasserHäuser,,,,,Zusammensetzung aus 'Wasser' + 'Haus'
WasserWerk,Substantiv,n,das,WasserWerke,,,,,Zusammensetzung aus 'Wasser' + 'Werk'
WasserTicket,Substantiv,n,das,WasserTickets,,,,,Zusammensetzung aus 'Wasser' + 'Ticket'
WasserStation,Substantiv,f,die,WasserStationen,,,,,Zusammensetzung aus 'Wasser' + 'Station'
WasserLeitung,Substantiv,f,die,WasserLeitungen,,,,,Zusammensetzung aus 'Wasser' + 'Leitung'
WasserLeiter,Substantiv,m,der,WasserLeiter,,,,,Zusammensetzung aus 'Wasser' + 'Leiter'
WasserLeuchte,Substantiv,f,die,WasserLeuchten,,,,,Zusammensetzung aus 'Wasser' + 'Leuchte'
WasserSchalter,Substantiv,m,der,WasserSchalter,,,,,Zusammensetzung aus 'Wasser' + 'Schalter'
WasserSensor,Substantiv,m,der,WasserSensoren,,,,,Zusammensetzung aus 'Wasser' + 'Sensor'
WasserAktuator,Substantiv,m,der,WasserAktuatoren,,,,,Zusammensetzung aus 'Wasser' + 'Aktuator'
LuftTür,Substantiv,f,die,LuftTüren,,,,,Zusammensetzung aus 'Luft' + 'Tür'
LuftDach,Substantiv,n,das,LuftDächer,,,,,Zusammensetzung aus 'Luft' + 'Dach'
LuftWand,Substantiv,f,die,LuftWände,,,,,Zusammensetzung aus 'Luft' + 'Wand'
LuftFenster,Substantiv,n,das,LuftFenster,,,,,Zusammensetzung aus 'Luft' + 'Fenster'
LuftBoden,Substantiv,m,der,LuftBöden,,,,,Zusammensetzung aus 'Luft' + 'Boden'
LuftPlan,Substantiv,m,der,LuftPläne,,,,,Zusammensetzung aus 'Luft' + 'Plan'
LuftListe,Substantiv,f,die,LuftListen,,,,,Zusammensetzung aus 'Luft' + 'Liste'
LuftBuch,Substantiv,n,das,LuftBücher,,,,,Zusammensetzung aus 'Luft' + 'Buch'
LuftSeite,Substantiv,f,die,LuftSeiten,,,,,Zusammensetzung aus 'Luft' + 'Seite'
LuftNummer,Substantiv,f,die,LuftNummern,,,,,Zusammensetzung aus 'Luft' + 'Nummer'
LuftFehler,Substantiv,m,der,LuftFehler,,,,,Zusammensetzung aus 'Luft' + 'Fehler'
LuftServer,Substantiv,m,der,LuftServer,,,,,Zusammensetzung aus 'Luft' + 'Server'
LuftClient,Substantiv,m,der,LuftClients,,,,,Zusammensetzung aus 'Luft' + 'Client'
LuftVertrag,Substantiv,m,der,LuftVerträge,,,,,Zusammensetzung aus 'Luft' + 'Vertrag'
LuftGesetz,Substantiv,n,das,LuftGesetze,,,,,Zusammensetzung aus 'Luft' + 'Gesetz'
LuftPrüfung,Substantiv,f,die,LuftPrüfungen,,,,,Zusammensetzung aus 'Luft' + 'Prüfung'
LuftReise,Substantiv,f,die,LuftReisen,,,,,Zusammensetzung aus 'Luft' + 'Reise'
LuftHafen,Substantiv,m,der,LuftHäfen,,,,,Zusammensetzung aus 'Luft' + 'Hafen'
LuftBahnhof,Substantiv,m,der,LuftBahnhöfe,,,,,Zusammensetzung aus 'Luft' + 'Bahnhof'
LuftFlughafen,Substantiv,m,der,LuftFlughäfen,,,,,Zusammensetzung aus 'Luft' + 'Flughafen'
LuftKarte,Substantiv,f,die,LuftKarten,,,,,Zusammensetzung aus 'Luft' + 'Karte'
LuftPreis,Substantiv,m,der,LuftPreise,,,,,Zusammensetzung aus 'Luft' + 'Preis'
LuftPark,Substantiv,m,der,LuftParks,,,,,Zusammensetzung aus 'Luft' + 'Park'
LuftPlatz,Substantiv,m,der,LuftPlätze,,,,,Zusammensetzung aus 'Luft' + 'Platz'
LuftStraße,Substantiv,f,die,LuftStraßen,,,,,Zusammensetzung aus 'Luft' + 'Straße'
LuftBrücke,Substantiv,f,die,LuftBrücken,,,,,Zusammensetzung aus 'Luft' + 'Brücke'
LuftTunnel,Substantiv,m,der,LuftTunnel,,,,,Zusammensetzung aus 'Luft' + 'Tunnel'
LuftZentrum,Substantiv,n,das,LuftZentren,,,,,Zusammensetzung aus 'Luft' + 'Zentrum'
LuftHaus,Substantiv,n,das,LuftHäuser,,,,,Zusammensetzung aus 'Luft' + 'Haus'
LuftWerk,Substantiv,n,das,LuftWerke,,,,,Zusammensetzung aus 'Luft' + 'Werk'
LuftTicket,Substantiv,n,das,LuftTickets,,,,,Zusammensetzung aus 'Luft' + 'Ticket'
LuftStation,Substantiv,f,die,LuftStationen,,,,,Zusammensetzung aus 'Luft' + 'Station'
LuftLeitung,Substantiv,f,die,LuftLeitungen,,,,,Zusammensetzung aus 'Luft' + 'Leitung'
LuftLeiter,Substantiv,m,der,LuftLeiter,,,,,Zusammensetzung aus 'Luft' + 'Leiter'
LuftLeuchte,Substantiv,f,die,LuftLeuchten,,,,,Zusammensetzung aus 'Luft' + 'Leuchte'
LuftSchalter,Substantiv,m,der,LuftSchalter,,,,,Zusammensetzung aus 'Luft' + 'Schalter'
LuftSensor,Substantiv,m,der,LuftSensoren,,,,,Zusammensetzung aus 'Luft' + 'Sensor'
LuftAktuator,Substantiv,m,der,LuftAktuatoren,,,,,Zusammensetzung aus 'Luft' + 'Aktuator'
FeuerTür,Substantiv,f,die,FeuerTüren,,,,,Zusammensetzung aus 'Feuer' + 'Tür'
FeuerDach,Substantiv,n,das,FeuerDächer,,,,,Zusammensetzung aus 'Feuer' + 'Dach'
FeuerWand,Substantiv,f,die,FeuerWände,,,,,Zusammensetzung aus 'Feuer' + 'Wand'
FeuerFenster,Substantiv,n,das,FeuerFenster,,,,,Zusammensetzung aus 'Feuer' + 'Fenster'
FeuerBoden,Substantiv,m,der,FeuerBöden,,,,,Zusammensetzung aus 'Feuer' + 'Boden'
FeuerPlan,Substantiv,m,der,FeuerPläne,,,,,Zusammensetzung aus 'Feuer' + 'Plan'
FeuerListe,Substantiv,f,die,FeuerListen,,,,,Zusammensetzung aus 'Feuer' + 'Liste'
FeuerBuch,Substantiv,n,das,FeuerBücher,,,,,Zusammensetzung aus 'Feuer' + 'Buch'
FeuerSeite,Substantiv,f,die,FeuerSeiten,,,,,Zusammensetzung aus 'Feuer' + 'Seite'
FeuerNummer,Substantiv,f,die,FeuerNummern,,,,,Zusammensetzung aus 'Feuer' + 'Nummer'
FeuerFehler,Substantiv,m,der,FeuerFehler,,,,,Zusammensetzung aus 'Feuer' + 'Fehler'
FeuerServer,Substantiv,m,der,FeuerServer,,,,,Zusammensetzung aus 'Feuer' + 'Server'
FeuerClient,Substantiv,m,der,FeuerClients,,,,,Zusammensetzung aus 'Feuer' + 'Client'
FeuerVertrag,Substantiv,m,der,FeuerVerträge,,,,,Zusammensetzung aus 'Feuer' + 'Vertrag'
FeuerGesetz,Substantiv,n,das,FeuerGesetze,,,,,Zusammensetzung aus 'Feuer' + 'Gesetz'
FeuerPrüfung,Substantiv,f,die,FeuerPrüfungen,,,,,Zusammensetzung aus 'Feuer' + 'Prüfung'
FeuerReise,Substantiv,f,die,FeuerReisen,,,,,Zusammensetzung aus 'Feuer' + 'Reise'
FeuerHafen,Substantiv,m,der,FeuerHäfen,,,,,Zusammensetzung aus 'Feuer' + 'Hafen'
FeuerBahnhof,Substantiv,m,der,FeuerBahnhöfe,,,,,Zusammensetzung aus 'Feuer' + 'Bahnhof'
FeuerFlughafen,Substantiv,m,der,FeuerFlughäfen,,,,,Zusammensetzung aus 'Feuer' + 'Flughafen'
FeuerKarte,Substantiv,f,die,FeuerKarten,,,,,Zusammensetzung aus 'Feuer' + 'Karte'
FeuerPreis,Substantiv,m,der,FeuerPreise,,,,,Zusammensetzung aus 'Feuer' + 'Preis'
FeuerPark,Substantiv,m,der,FeuerParks,,,,,Zusammensetzung aus 'Feuer' + 'Park'
FeuerPlatz,Substantiv,m,der,FeuerPlätze,,,,,Zusammensetzung aus 'Feuer' + 'Platz'
FeuerStraße,Substantiv,f,die,FeuerStraßen,,,,,Zusammensetzung aus 'Feuer' + 'Straße'
FeuerBrücke,Substantiv,f,die,FeuerBrücken,,,,,Zusammensetzung aus 'Feuer' + 'Brücke'
FeuerTunnel,Substantiv,m,der,FeuerTunnel,,,,,Zusammensetzung aus 'Feuer' + 'Tunnel'
FeuerZentrum,Substantiv,n,das,FeuerZentren,,,,,Zusammensetzung aus 'Feuer' + 'Zentrum'
FeuerHaus,Substantiv,n,das,FeuerHäuser,,,,,Zusammensetzung aus 'Feuer' + 'Haus'
FeuerWerk,Substantiv,n,das,FeuerWerke,,,,,Zusammensetzung aus 'Feuer' + 'Werk'
FeuerTicket,Substantiv,n,das,FeuerTickets,,,,,Zusammensetzung aus 'Feuer' + 'Ticket'
FeuerStation,Substantiv,f,die,FeuerStationen,,,,,Zusammensetzung aus 'Feuer' + 'Station'
FeuerLeitung,Substantiv,f,die,FeuerLeitungen,,,,,Zusammensetzung aus 'Feuer' + 'Leitung'
FeuerLeiter,Substantiv,m,der,FeuerLeiter,,,,,Zusammensetzung aus 'Feuer' + 'Leiter'
FeuerLeuchte,Substantiv,f,die,FeuerLeuchten,,,,,Zusammensetzung aus 'Feuer' + 'Leuchte'
FeuerSchalter,Substantiv,m,der,FeuerSchalter,,,,,Zusammensetzung aus 'Feuer' + 'Schalter'
FeuerSensor,Substantiv,m,der,FeuerSensoren,,,,,Zusammensetzung aus 'Feuer' + 'Sensor'
FeuerAktuator,Substantiv,m,der,FeuerAktuatoren,,,,,Zusammensetzung aus 'Feuer' + 'Aktuator'
HolzTür,Substantiv,f,die,HolzTüren,,,,,Zusammensetzung aus 'Holz' + 'Tür'
HolzDach,Substantiv,n,das,HolzDächer,,,,,Zusammensetzung aus 'Holz' + 'Dach'
HolzWand,Substantiv,f,die,HolzWände,,,,,Zusammensetzung aus 'Holz' + 'Wand'
HolzFenster,Substantiv,n,das,HolzFenster,,,,,Zusammensetzung aus 'Holz' + 'Fenster'
HolzBoden,Substantiv,m,der,HolzBöden,,,,,Zusammensetzung aus 'Holz' + 'Boden'
HolzPlan,Substantiv,m,der,HolzPläne,,,,,Zusammensetzung aus 'Holz' + 'Plan'
HolzListe,Substantiv,f,die,HolzListen,,,,,Zusammensetzung aus 'Holz' + 'Liste'
HolzBuch,Substantiv,n,das,HolzBücher,,,,,Zusammensetzung aus 'Holz' + 'Buch'
HolzSeite,Substantiv,f,die,HolzSeiten,,,,,Zusammensetzung aus 'Holz' + 'Seite'
HolzNummer,Substantiv,f,die,HolzNummern,,,,,Zusammensetzung aus 'Holz' + 'Nummer'
HolzFehler,Substantiv,m,der,HolzFehler,,,,,Zusammensetzung aus 'Holz' + 'Fehler'
HolzServer,Substantiv,m,der,HolzServer,,,,,Zusammensetzung aus 'Holz' + 'Server'
HolzClient,Substantiv,m,der,HolzClients,,,,,Zusammensetzung aus 'Holz' + 'Client'
HolzVertrag,Substantiv,m,der,HolzVerträge,,,,,Zusammensetzung aus 'Holz' + 'Vertrag'
HolzGesetz,Substantiv,n,das,HolzGesetze,,,,,Zusammensetzung aus 'Holz' + 'Gesetz'
HolzPrüfung,Substantiv,f,die,HolzPrüfungen,,,,,Zusammensetzung aus 'Holz' + 'Prüfung'
HolzReise,Substantiv,f,die,HolzReisen,,,,,Zusammensetzung aus 'Holz' + 'Reise'
HolzHafen,Substantiv,m,der,HolzHäfen,,,,,Zusammensetzung aus 'Holz' + 'Hafen'
HolzBahnhof,Substantiv,m,der,HolzBahnhöfe,,,,,Zusammensetzung aus 'Holz' + 'Bahnhof'
HolzFlughafen,Substantiv,m,der,HolzFlughäfen,,,,,Zusammensetzung aus 'Holz' + 'Flughafen'
HolzKarte,Substantiv,f,die,HolzKarten,,,,,Zusammensetzung aus 'Holz' + 'Karte'
HolzPreis,Substantiv,m,der,HolzPreise,,,,,Zusammensetzung aus 'Holz' + 'Preis'
HolzPark,Substantiv,m,der,HolzParks,,,,,Zusammensetzung aus 'Holz' + 'Park'
HolzPlatz,Substantiv,m,der,HolzPlätze,,,,,Zusammensetzung aus 'Holz' + 'Platz'
HolzStraße,Substantiv,f,die,HolzStraßen,,,,,Zusammensetzung aus 'Holz' + 'Straße'
HolzBrücke,Substantiv,f,die,HolzBrücken,,,,,Zusammensetzung aus 'Holz' + 'Brücke'
HolzTunnel,Substantiv,m,der,HolzTunnel,,,,,Zusammensetzung aus 'Holz' + 'Tunnel'
HolzZentrum,Substantiv,n,das,HolzZentren,,,,,Zusammensetzung aus 'Holz' + 'Zentrum'
HolzHaus,Substantiv,n,das,HolzHäuser,,,,,Zusammensetzung aus 'Holz' + 'Haus'
HolzWerk,Substantiv,n,das,HolzWerke,,,,,Zusammensetzung aus 'Holz' + 'Werk'
HolzTicket,Substantiv,n,das,HolzTickets,,,,,Zusammensetzung aus 'Holz' + 'Ticket'
HolzStation,Substantiv,f,die,HolzStationen,,,,,Zusammensetzung aus 'Holz' + 'Station'
HolzLeitung,Substantiv,f,die,HolzLeitungen,,,,,Zusammensetzung aus 'Holz' + 'Leitung'
HolzLeiter,Substantiv,m,der,HolzLeiter,,,,,Zusammensetzung aus 'Holz' + 'Leiter'
HolzLeuchte,Substantiv,f,die,HolzLeuchten,,,,,Zusammensetzung aus 'Holz' + 'Leuchte'
HolzSchalter,Substantiv,m,der,HolzSchalter,,,,,Zusammensetzung aus 'Holz' + 'Schalter'
HolzSensor,Substantiv,m,der,HolzSensoren,,,,,Zusammensetzung aus 'Holz' + 'Sensor'
HolzAktuator,Substantiv,m,der,HolzAktuatoren,,,,,Zusammensetzung aus 'Holz' + 'Aktuator'
MetallTür,Substantiv,f,die,MetallTüren,,,,,Zusammensetzung aus 'Metall' + 'Tür'
MetallDach,Substantiv,n,das,MetallDächer,,,,,Zusammensetzung aus 'Metall' + 'Dach'
MetallWand,Substantiv,f,die,MetallWände,,,,,Zusammensetzung aus 'Metall' + 'Wand'
MetallFenster,Substantiv,n,das,MetallFenster,,,,,Zusammensetzung aus 'Metall' + 'Fenster'
MetallBoden,Substantiv,m,der,MetallBöden,,,,,Zusammensetzung aus 'Metall' + 'Boden'
MetallPlan,Substantiv,m,der,MetallPläne,,,,,Zusammensetzung aus 'Metall' + 'Plan'
MetallListe,Substantiv,f,die,MetallListen,,,,,Zusammensetzung aus 'Metall' + 'Liste'
MetallBuch,Substantiv,n,das,MetallBücher,,,,,Zusammensetzung aus 'Metall' + 'Buch'
MetallSeite,Substantiv,f,die,MetallSeiten,,,,,Zusammensetzung aus 'Metall' + 'Seite'
MetallNummer,Substantiv,f,die,MetallNummern,,,,,Zusammensetzung aus 'Metall' + 'Nummer'
MetallFehler,Substantiv,m,der,MetallFehler,,,,,Zusammensetzung aus 'Metall' + 'Fehler'
MetallServer,Substantiv,m,der,MetallServer,,,,,Zusammensetzung aus 'Metall' + 'Server'
MetallClient,Substantiv,m,der,MetallClients,,,,,Zusammensetzung aus 'Metall' + 'Client'
MetallVertrag,Substantiv,m,der,MetallVerträge,,,,,Zusammensetzung aus 'Metall' + 'Vertrag'
MetallGesetz,Substantiv,n,das,MetallGesetze,,,,,Zusammensetzung aus 'Metall' + 'Gesetz'
MetallPrüfung,Substantiv,f,die,MetallPrüfungen,,,,,Zusammensetzung aus 'Metall' + 'Prüfung'
MetallReise,Substantiv,f,die,MetallReisen,,,,,Zusammensetzung aus 'Metall' + 'Reise'
MetallHafen,Substantiv,m,der,MetallHäfen,,,,,Zusammensetzung aus 'Metall' + 'Hafen'
MetallBahnhof,Substantiv,m,der,MetallBahnhöfe,,,,,Zusammensetzung aus 'Metall' + 'Bahnhof'
MetallFlughafen,Substantiv,m,der,MetallFlughäfen,,,,,Zusammensetzung aus 'Metall' + 'Flughafen'
MetallKarte,Substantiv,f,die,MetallKarten,,,,,Zusammensetzung aus 'Metall' + 'Karte'
MetallPreis,Substantiv,m,der,MetallPreise,,,,,Zusammensetzung aus 'Metall' + 'Preis'
MetallPark,Substantiv,m,der,MetallParks,,,,,Zusammensetzung aus 'Metall' + 'Park'
MetallPlatz,Substantiv,m,der,MetallPlätze,,,,,Zusammensetzung aus 'Metall' + 'Platz'
MetallStraße,Substantiv,f,die,MetallStraßen,,,,,Zusammensetzung aus 'Metall' + 'Straße'
MetallBrücke,Substantiv,f,die,MetallBrücken,,,,,Zusammensetzung aus 'Metall' + 'Brücke'
MetallTunnel,Substantiv,m,der,MetallTunnel,,,,,Zusammensetzung aus 'Metall' + 'Tunnel'
MetallZentrum,Substantiv,n,das,MetallZentren,,,,,Zusammensetzung aus 'Metall' + 'Zentrum'
MetallHaus,Substantiv,n,das,MetallHäuser,,,,,Zusammensetzung aus 'Metall' + 'Haus'
MetallWerk,Substantiv,n,das,MetallWerke,,,,,Zusammensetzung aus 'Metall' + 'Werk'
MetallTicket,Substantiv,n,das,MetallTickets,,,,,Zusammensetzung aus 'Metall' + 'Ticket'
MetallStation,Substantiv,f,die,MetallStationen,,,,,Zusammensetzung aus 'Metall' + 'Station'
MetallLeitung,Substantiv,f,die,MetallLeitungen,,,,,Zusammensetzung aus 'Metall' + 'Leitung'
MetallLeiter,Substantiv,m,der,MetallLeiter,,,,,Zusammensetzung aus 'Metall' + 'Leiter'
MetallLeuchte,Substantiv,f,die,MetallLeuchten,,,,,Zusammensetzung aus 'Metall' + 'Leuchte'
MetallSchalter,Substantiv,m,der,MetallSchalter,,,,,Zusammensetzung aus 'Metall' + 'Schalter'
MetallSensor,Substantiv,m,der,MetallSensoren,,,,,Zusammensetzung aus 'Metall' + 'Sensor'
MetallAktuator,Substantiv,m,der,MetallAktuatoren,,,,,Zusammensetzung aus 'Metall' + 'Aktuator'
SteinTür,Substantiv,f,die,SteinTüren,,,,,Zusammensetzung aus 'Stein' + 'Tür'
SteinDach,Substantiv,n,das,SteinDächer,,,,,Zusammensetzung aus 'Stein' + 'Dach'
SteinWand,Substantiv,f,die,SteinWände,,,,,Zusammensetzung aus 'Stein' + 'Wand'
SteinFenster,Substantiv,n,das,SteinFenster,,,,,Zusammensetzung aus 'Stein' + 'Fenster'
SteinBoden,Substantiv,m,der,SteinBöden,,,,,Zusammensetzung aus 'Stein' + 'Boden'
SteinPlan,Substantiv,m,der,SteinPläne,,,,,Zusammensetzung aus 'Stein' + 'Plan'
SteinListe,Substantiv,f,die,SteinListen,,,,,Zusammensetzung aus 'Stein' + 'Liste'
SteinBuch,Substantiv,n,das,SteinBücher,,,,,Zusammensetzung aus 'Stein' + 'Buch'
SteinSeite,Substantiv,f,die,SteinSeiten,,,,,Zusammensetzung aus 'Stein' + 'Seite'
SteinNummer,Substantiv,f,die,SteinNummern,,,,,Zusammensetzung aus 'Stein' + 'Nummer'
SteinFehler,Substantiv,m,der,SteinFehler,,,,,Zusammensetzung aus 'Stein' + 'Fehler'
SteinServer,Substantiv,m,der,SteinServer,,,,,Zusammensetzung aus 'Stein' + 'Server'
SteinClient,Substantiv,m,der,SteinClients,,,,,Zusammensetzung aus 'Stein' + 'Client'
SteinVertrag,Substantiv,m,der,SteinVerträge,,,,,Zusammensetzung aus 'Stein' + 'Vertrag'
SteinGesetz,Substantiv,n,das,SteinGesetze,,,,,Zusammensetzung aus 'Stein' + 'Gesetz'
SteinPrüfung,Substantiv,f,die,SteinPrüfungen,,,,,Zusammensetzung aus 'Stein' + 'Prüfung'
SteinReise,Substantiv,f,die,SteinReisen,,,,,Zusammensetzung aus 'Stein' + 'Reise'
SteinHafen,Substantiv,m,der,SteinHäfen,,,,,Zusammensetzung aus 'Stein' + 'Hafen'
SteinBahnhof,Substantiv,m,der,SteinBahnhöfe,,,,,Zusammensetzung aus 'Stein' + 'Bahnhof'
SteinFlughafen,Substantiv,m,der,SteinFlughäfen,,,,,Zusammensetzung aus 'Stein' + 'Flughafen'
SteinKarte,Substantiv,f,die,SteinKarten,,,,,Zusammensetzung aus 'Stein' + 'Karte'
SteinPreis,Substantiv,m,der,SteinPreise,,,,,Zusammensetzung aus 'Stein' + 'Preis'
SteinPark,Substantiv,m,der,SteinParks,,,,,Zusammensetzung aus 'Stein' + 'Park'
SteinPlatz,Substantiv,m,der,SteinPlätze,,,,,Zusammensetzung aus 'Stein' + 'Platz'
SteinStraße,Substantiv,f,die,SteinStraßen,,,,,Zusammensetzung aus 'Stein' + 'Straße'
SteinBrücke,Substantiv,f,die,SteinBrücken,,,,,Zusammensetzung aus 'Stein' + 'Brücke'
SteinTunnel,Substantiv,m,der,SteinTunnel,,,,,Zusammensetzung aus 'Stein' + 'Tunnel'
SteinZentrum,Substantiv,n,das,SteinZentren,,,,,Zusammensetzung aus 'Stein' + 'Zentrum'
SteinHaus,Substantiv,n,das,SteinHäuser,,,,,Zusammensetzung aus 'Stein' + 'Haus'
SteinWerk,Substantiv,n,das,SteinWerke,,,,,Zusammensetzung aus 'Stein' + 'Werk'
SteinTicket,Substantiv,n,das,SteinTickets,,,,,Zusammensetzung aus 'Stein' + 'Ticket'
